concat("https://git.educoder.net/", m.repo_name, ".git")	shixun_id	name
https://git.educoder.net/m13547860/85fat9w3.git	100	C&C++结构实训
https://git.educoder.net/p17239508/r4vlju5x.git	99	C&C++指针实训
https://git.educoder.net/p64709158/85fat9w3.git	100	C&C++结构实训
https://git.educoder.net/p43986021/r4vlju5x.git	99	C&C++指针实训
https://git.educoder.net/p91624385/85fat9w3.git	100	C&C++结构实训
https://git.educoder.net/p63592087/r4vlju5x.git	99	C&C++指针实训
https://git.educoder.net/p86051279/r4vlju5x.git	99	C&C++指针实训
https://git.educoder.net/m97546302/r4vlju5x.git	99	C&C++指针实训
https://git.educoder.net/p91256740/p4f2jtkq.git	717	程序设计二（面向对象）_实训1_封装
https://git.educoder.net/p46538021/p4f2jtkq.git	717	程序设计二（面向对象）_实训1_封装
https://git.educoder.net/p91243076/p4f2jtkq.git	717	程序设计二（面向对象）_实训1_封装
https://git.educoder.net/p81690247/p4f2jtkq.git	717	程序设计二（面向对象）_实训1_封装
https://git.educoder.net/p36984152/p4f2jtkq.git	717	程序设计二（面向对象）_实训1_封装
https://git.educoder.net/p34725806/4n3stcol.git	719	程序设计二（面向对象）_实训2_构造函数
https://git.educoder.net/p39650421/p4f2jtkq.git	717	程序设计二（面向对象）_实训1_封装
https://git.educoder.net/p64718920/4n3stcol.git	719	程序设计二（面向对象）_实训2_构造函数
